id,G_Played,Pts,Reb,Asist
9624,5,0.4,0.4,0.2
9625,48,13.0,3.3,3.2
9626,81,19.0,4.5,6.0
9627,1,2.0,0.0,1.0
9628,59,17.6,9.3,1.7
9629,68,26.4,6.8,5.4
9630,74,13.4,5.2,2.2
9631,65,12.9,3.8,3.5
9632,32,5.9,4.8,0.6
9633,1,3.0,1.0,2.0
9634,80,22.1,3.1,5.6
9635,81,11.8,4.5,1.2
9636,76,11.5,5.7,2.7
9637,16,3.6,1.1,1.3
9638,9,16.2,4.7,2.3
9639,82,21.3,12.3,2.4
9640,18,1.1,0.6,0.7
9641,79,14.3,9.0,1.8
9642,66,4.0,3.3,0.6
9643,68,7.8,5.4,2.2
9644,68,6.7,2.8,1.1
9645,72,12.2,4.0,2.1
9646,38,6.2,2.4,0.7
9647,23,0.8,1.3,1.1
9648,82,16.1,8.0,2.6
9649,25,3.3,2.2,0.5
9650,3,0.7,1.3,0.0
9651,81,12.9,3.5,2.9
9652,2,0.0,0.0,0.0
9653,18,2.6,1.1,3.2
9654,77,13.1,4.6,1.5
9655,69,2.3,2.3,0.3
9656,63,7.9,4.2,1.3
9657,74,5.9,2.5,0.7
9658,1,2.0,0.0,0.0
9659,26,3.4,1.3,0.5
9660,42,4.2,4.3,0.8
9661,73,20.0,3.8,2.5
9662,20,6.7,3.2,1.3
9663,73,7.6,2.4,1.7
9664,50,5.2,1.9,0.6
9665,2,0.0,1.0,0.0
9666,49,2.5,1.8,0.4
9667,61,7.5,3.0,0.9
9668,79,22.6,2.5,5.3
9669,14,2.3,1.1,0.9
9670,52,10.2,6.9,7.2
9671,14,0.5,0.3,0.4
9672,82,27.5,8.6,9.1
9673,68,15.2,7.5,1.2
9674,66,8.7,6.8,1.2
9675,10,1.7,0.3,1.0
9676,82,20.1,5.2,4.0
9677,58,6.2,1.6,1.0
9678,82,9.2,5.2,2.9
9679,75,23.1,8.5,2.0
9680,60,24.4,3.8,5.1
9681,12,1.9,0.8,0.2
9682,77,7.1,6.1,2.1
9683,78,16.2,5.6,6.9
9684,77,16.1,6.3,1.8
9685,73,9.2,2.3,1.2
9686,32,3.2,3.3,1.8
9687,74,7.9,5.4,2.7
9688,48,22.7,6.6,1.2
9689,52,13.4,4.3,6.0
9690,71,6.7,6.6,1.2
9691,32,6.1,1.6,2.1
9692,73,4.1,2.4,0.6
9693,6,3.3,1.8,0.3
9694,62,3.7,2.2,0.9
9695,18,1.2,2.6,0.2
9696,39,4.7,3.3,0.7
9697,21,6.3,3.0,0.8
9698,79,8.9,1.6,0.6
9699,53,5.8,6.6,0.6
9700,1,0.0,0.0,0.0
9701,73,9.9,4.8,1.2
9702,36,12.8,2.0,4.7
9703,68,6.3,4.7,1.2
9704,67,11.7,4.4,1.6
9705,63,4.3,1.9,0.9
9706,17,4.4,2.2,0.4
9707,39,4.2,3.3,0.6
9708,75,6.9,1.9,1.3
9709,55,7.7,1.7,3.5
9710,56,7.2,2.3,1.4
9711,9,0.9,1.2,0.1
9712,73,7.2,3.2,3.9
9713,80,18.6,5.5,2.4
9714,52,5.8,1.4,1.0
9715,31,4.2,3.2,0.4
9716,3,1.3,1.0,0.3
9717,57,17.5,3.9,2.7
9718,59,3.0,1.9,3.3
9719,74,4.8,3.0,0.6
9720,15,1.5,1.1,0.4
9721,81,11.8,6.3,1.9
9722,38,8.2,4.2,0.9
9723,80,11.3,4.7,2.9
9724,24,8.7,3.0,1.6
9725,61,3.1,0.8,0.3
9726,22,4.7,2.1,0.4
9727,82,14.1,4.7,2.6
9728,54,4.1,1.8,1.9
9729,1,0.0,0.0,0.0
9730,59,14.5,6.7,2.2
9731,24,16.7,3.9,3.0
9732,66,4.4,3.3,0.8
9733,82,10.2,3.0,2.5
9734,2,0.0,1.0,0.0
9735,5,5.8,1.0,3.6
9736,6,0.5,0.2,0.7
9737,74,10.0,5.4,2.1
9738,48,5.1,3.8,0.7
9739,42,4.6,2.9,0.2
9740,73,12.8,7.0,2.4
9741,81,15.7,5.0,4.1
9742,63,12.7,3.1,2.7
9743,74,5.4,2.9,0.8
9744,72,11.7,3.4,2.3
9745,5,6.4,2.0,2.4
9746,77,11.2,2.8,1.0
9747,5,3.4,0.4,1.0
9748,7,5.4,1.1,0.7
9749,4,1.5,0.8,0.0
9750,58,5.4,2.6,1.2
9751,75,23.1,5.2,4.3
9752,5,0.6,0.2,0.6
9753,14,0.6,0.7,0.4
9754,82,5.1,1.6,2.8
9755,46,6.5,9.1,1.2
9756,30,9.7,3.5,2.4
9757,52,19.4,5.1,5.2
9758,66,6.7,4.6,0.7
9759,71,7.8,1.8,4.4
9760,35,9.3,1.6,1.9
9761,4,5.5,2.8,1.8
9762,51,3.5,3.2,0.3
9763,53,2.9,1.5,0.2
9764,80,12.6,5.4,2.0
9765,77,13.1,4.6,5.3
9766,48,6.5,4.4,1.3
9767,20,1.5,0.9,0.8
9768,45,14.6,2.8,5.3
9769,3,1.0,0.0,0.0
9770,62,11.3,2.5,1.5
9771,82,6.9,1.9,2.5
9772,41,4.5,1.2,1.8
9773,28,2.3,0.8,0.5
9774,28,4.9,1.4,2.8
9775,65,8.3,4.0,8.2
9776,5,3.8,1.0,0.6
9777,33,9.5,2.5,2.7
9778,64,11.8,4.5,1.9
9779,23,2.0,1.2,0.4
9780,54,4.0,2.4,0.9
9781,38,14.6,6.4,2.8
9782,79,21.9,5.7,3.3
9783,77,10.1,8.0,3.1
9784,82,10.0,1.9,2.8
9785,82,3.9,2.4,0.7
9786,57,4.0,1.4,1.4
9787,11,12.2,4.1,2.9
9788,82,5.4,2.0,1.1
9789,81,7.3,4.5,2.0
9790,2,1.0,0.5,0.0
9791,82,6.1,5.6,0.9
9792,77,14.7,6.4,2.0
9793,53,5.7,3.8,1.0
9794,70,5.9,3.7,0.8
9795,82,12.2,7.1,1.2
9796,60,14.7,2.8,1.6
9797,16,6.0,1.7,1.1
9798,65,19.6,5.1,1.3
9799,76,6.3,3.0,4.0
9800,76,13.9,9.0,1.2
9801,54,4.0,2.6,0.5
9802,51,26.4,5.1,6.1
9803,69,8.7,3.7,1.6
9804,80,12.6,3.2,6.6
9805,12,2.4,3.0,1.8
9806,60,8.7,4.8,1.2
9807,73,3.9,1.9,0.9
9808,69,6.9,2.4,3.9
9809,71,5.5,1.8,2.0
9810,23,6.6,2.7,2.4
9811,54,4.3,1.7,1.8
9812,18,5.1,1.8,0.9
9813,74,8.7,2.3,2.0
9814,76,12.6,6.3,0.8
9815,73,2.7,2.2,0.3
9816,52,6.3,1.7,0.9
9817,1,1.0,0.0,1.0
9818,73,4.2,2.4,0.5
9819,61,3.5,4.0,0.6
9820,24,2.0,1.0,1.5
9821,66,9.3,5.0,0.9
9822,80,25.4,10.1,10.3
9823,56,13.5,10.7,1.4
9824,57,11.5,5.1,1.3
9825,69,5.0,3.4,1.4
9826,68,13.9,6.8,2.5
9827,29,2.4,1.0,1.6
9828,43,5.0,1.8,0.3
9829,57,4.5,1.5,2.1
9830,1,2.0,1.0,0.0
9831,5,6.6,0.8,2.6
9832,14,8.1,1.9,3.1
9833,73,5.7,4.1,0.7
9834,70,8.6,3.6,1.6
9835,21,15.3,4.8,2.0
9836,63,5.3,4.3,0.9
9837,6,2.0,0.8,1.3
9838,44,4.1,1.9,0.7
9839,15,10.7,4.7,1.9
9840,19,1.7,0.8,0.5
9841,73,26.9,4.5,6.6
9842,15,1.7,0.9,0.1
9843,31,1.8,1.1,0.3
9844,22,1.0,0.5,0.1
9845,75,10.2,2.1,3.8
9846,48,15.5,3.9,5.2
9847,55,5.6,4.2,1.0
9848,76,12.0,2.9,2.4
9849,82,7.9,3.2,3.2
9850,72,5.3,2.1,0.9
9851,21,0.6,0.7,0.1
9852,33,7.1,5.4,0.9
9853,74,13.9,10.8,0.9
9854,58,18.6,5.4,7.9
9855,19,2.4,1.3,0.2
9856,1,0.0,1.0,0.0
9857,1,4.0,4.0,1.0
9858,52,4.9,4.1,0.4
9859,13,0.5,0.2,0.1
9860,53,5.0,2.5,0.7
9861,23,6.6,3.3,1.1
9862,78,14.6,6.7,2.6
9863,82,7.8,2.0,1.4
9864,19,2.8,0.8,0.5
9865,62,10.0,7.9,1.5
9866,1,2.0,5.0,0.0
9867,71,8.4,1.8,2.1
9868,54,24.9,4.5,4.7
9869,2,1.0,0.5,0.0
9870,17,3.2,1.5,0.5
9871,16,1.8,1.0,1.0
9872,25,8.4,1.4,1.5
9873,20,3.1,1.9,0.5
9874,77,12.3,7.2,1.3
9875,77,10.2,5.1,3.2
9876,69,15.2,3.8,5.2
9877,67,19.4,3.1,6.2
9878,15,1.1,0.8,0.6
9879,36,7.9,2.5,1.9
9880,69,8.0,2.9,2.9
9881,73,13.5,6.6,2.0
9882,48,25.2,12.9,5.4
9883,80,23.0,3.9,5.2
9884,26,5.2,2.8,1.9
9885,58,1.7,1.3,0.8
9886,77,12.0,15.2,1.5
9887,73,11.6,2.8,4.4
9888,21,3.0,1.9,0.6
9889,77,5.9,2.0,1.0
9890,73,6.8,3.3,1.9
9891,3,3.3,0.0,0.0
9892,70,7.9,4.7,1.5
9893,14,1.1,0.5,0.8
9894,69,12.4,2.6,5.3
9895,81,8.1,5.7,2.9
9896,61,3.9,2.0,0.7
9897,78,16.2,5.8,1.3
9898,71,12.1,3.7,4.2
9899,1,3.0,0.0,1.0
9900,32,3.7,1.9,0.2
9901,82,17.7,4.4,2.0
9902,15,4.6,2.3,0.4
9903,56,9.5,2.3,3.2
9904,24,1.5,3.3,0.6
9905,39,5.0,4.7,1.2
9906,2,12.0,3.0,3.5
9907,64,6.0,3.8,3.3
9908,78,15.0,16.0,3.0
9909,74,4.6,4.5,1.6
9910,75,13.2,4.3,1.6
9911,14,1.5,0.5,0.1
9912,25,1.0,0.7,0.1
9913,75,28.1,11.1,2.3
9914,69,8.5,7.5,1.2
9915,75,4.7,1.5,0.4
9916,20,4.1,1.9,0.6
9917,64,7.7,3.0,1.0
9918,5,4.0,4.4,1.6
9919,69,9.3,7.6,1.2
9920,36,7.0,4.0,0.8
9921,72,12.9,7.4,4.7
9922,5,4.2,1.8,0.0
9923,48,3.0,1.5,0.5
9924,1,8.0,3.0,1.0
9925,9,6.7,2.7,1.2
9926,58,17.6,7.9,2.3
9927,32,2.3,0.5,0.6
9928,69,5.4,4.7,1.6
9929,37,3.6,1.8,2.0
9930,62,5.8,4.0,0.6
9931,79,8.9,3.1,1.1
9932,17,1.4,0.8,0.1
9933,25,8.8,2.8,4.5
9934,27,2.3,2.0,0.5
9935,70,10.0,2.2,0.8
9936,81,21.4,4.0,3.4
9937,38,5.5,1.5,1.1
9938,80,13.5,3.8,1.9
9939,80,6.9,1.4,1.0
9940,12,2.2,1.8,0.3
9941,74,13.0,4.0,1.7
9942,18,2.4,1.7,0.1
9943,18,2.8,1.9,1.2
9944,64,2.3,1.1,0.6
9945,14,5.2,2.2,3.1
9946,59,16.1,5.3,3.9
9947,19,7.9,1.7,1.1
9948,28,5.0,3.4,0.5
9949,80,14.3,3.4,1.5
9950,78,11.8,2.9,3.3
9951,73,13.2,6.8,1.7
9952,20,2.5,0.4,0.6
9953,39,6.0,3.7,0.6
9954,58,21.4,7.4,5.8
9955,82,5.7,5.7,0.8
9956,81,15.8,8.1,8.2
9957,2,0.0,0.5,0.5
9958,56,7.5,2.5,0.9
9959,46,14.3,2.5,2.0
9960,61,15.1,2.4,4.0
9961,53,3.4,1.2,0.6
9962,81,6.0,5.4,1.1
9963,82,22.6,4.4,4.5
9964,82,11.0,3.1,1.6
9965,30,14.3,2.6,3.8
9966,77,12.0,5.7,1.6
9967,6,4.7,2.7,1.2
9968,70,14.5,4.9,1.6
9969,48,4.8,1.8,2.1
9970,51,3.3,0.9,1.2
9971,33,3.4,1.6,0.4
9972,62,7.5,3.1,5.6
9973,72,8.2,5.4,0.7
9974,73,7.7,4.4,1.0
9975,3,0.0,0.3,0.0
9976,48,3.2,2.0,1.6
9977,15,7.0,2.1,0.7
9978,6,2.8,0.3,0.3
9979,10,1.6,2.4,0.4
9980,3,2.7,0.7,0.0
9981,80,13.9,5.0,1.6
9982,73,10.8,4.9,3.8
9983,72,7.1,3.1,1.0
9984,15,5.1,2.5,1.2
9985,50,4.9,2.1,3.6
9986,3,5.7,3.0,0.0
9987,81,16.7,3.7,3.4
9988,80,10.3,1.2,2.3
9989,16,4.6,2.4,0.3
9990,82,6.9,4.8,0.7
9991,35,1.0,0.5,0.3
9992,28,6.3,3.0,0.4
9993,80,9.7,3.4,1.2
9994,5,0.8,2.2,0.4
9995,3,0.7,0.0,0.0
9996,7,5.7,4.3,0.9
9997,72,30.4,5.4,8.8
9998,31,12.6,4.9,1.9
9999,78,10.8,3.2,1.3
10000,10,1.5,1.0,0.0
10001,81,13.9,2.7,2.7
10002,57,4.6,3.6,1.8
10003,69,13.9,3.5,2.5
10004,27,5.4,3.7,0.7
10005,4,8.5,0.8,1.0
10006,77,12.7,8.6,1.1
10007,74,5.8,3.3,0.6
10008,8,5.4,4.0,0.6
10009,36,4.8,2.6,0.4
10010,11,8.7,4.5,0.6
10011,41,19.4,3.7,9.6
10012,24,2.3,1.0,0.2
10013,76,8.8,6.8,1.5
10014,74,10.5,7.3,1.3
10015,70,14.2,3.0,7.0
10016,55,4.1,3.1,0.7
10017,6,1.5,1.7,0.0
10018,53,3.9,1.2,0.7
10019,55,6.8,3.1,1.5
10020,82,11.5,4.2,4.8
10021,78,10.8,3.3,1.6
10022,77,6.3,1.6,0.9
10023,7,1.7,2.0,0.6
10024,59,22.2,5.3,4.9
10025,39,7.9,2.1,1.4
10026,74,8.4,2.3,4.6
10027,1,18.0,0.0,4.0
10028,80,12.9,4.1,2.3
10029,1,2.0,1.0,0.0
10030,81,8.4,3.9,0.7
10031,63,22.9,11.0,3.2
10032,23,4.0,3.5,0.4
10033,13,3.0,1.5,0.6
10034,55,10.3,8.4,1.4
10035,14,1.6,0.8,0.3
10036,76,8.6,2.4,3.2
10037,78,5.9,2.3,3.2
10038,52,7.9,2.5,2.8
10039,79,11.1,3.6,1.6
10040,79,8.2,3.1,2.2
10041,57,17.8,3.2,2.9
10042,69,10.9,5.9,1.3
10043,4,0.0,0.3,0.0
10044,67,2.1,4.1,1.2
10045,69,18.0,2.5,2.2
10046,74,17.7,3.8,5.0
10047,71,14.1,11.0,1.5
10048,64,8.6,2.4,3.2
10049,65,8.4,2.3,1.9
10050,26,4.4,4.6,0.3
10051,63,2.6,2.4,0.8
10052,78,5.3,7.4,0.5
10053,82,12.5,2.9,2.3
10054,67,11.4,3.8,3.4
10055,79,8.5,5.6,1.2
10056,81,16.6,12.5,1.3
10057,29,7.4,1.4,2.0
10058,53,3.3,2.3,0.7
10059,70,11.0,7.6,7.3
10060,82,6.5,4.4,1.6
10061,81,7.8,2.5,1.0
10062,21,5.9,3.6,1.2
10063,79,20.5,3.7,3.7
10064,74,11.6,7.7,2.0
10065,63,12.7,4.3,6.2
10066,65,4.8,2.6,0.5
10067,67,17.5,2.6,2.9
10068,67,10.0,2.7,2.8
10069,22,4.7,3.5,0.4
10070,80,8.3,2.9,1.8
10071,70,17.1,2.5,3.0
10072,69,11.6,2.9,6.3
10073,43,3.7,2.9,0.6
10074,36,5.6,4.4,0.9
10075,82,10.9,2.7,4.4
10076,16,6.3,1.6,1.3
10077,32,15.2,2.1,4.8
10078,67,6.6,1.4,3.1
10079,18,4.4,2.3,0.9
10080,20,8.6,2.3,3.8
10081,14,4.4,2.9,1.2
10082,11,1.2,0.8,0.0
10083,23,3.0,1.9,0.9
10084,77,4.8,4.1,0.7
10085,38,4.0,2.1,0.5
10086,54,14.0,11.4,1.0
10087,77,18.9,6.1,2.0
10088,33,2.4,1.6,0.5
10089,51,10.3,6.9,2.2
10090,79,5.9,4.6,0.9
10091,1,2.0,1.0,0.0
10092,75,17.3,4.1,4.8
10093,23,4.1,1.6,0.7
10094,75,26.9,10.0,4.8
10095,7,2.9,1.0,0.4
10096,41,12.1,3.2,0.6
10097,17,2.1,2.2,0.5
10098,9,1.0,1.0,0.3
10099,74,7.4,1.7,1.5
10100,18,1.2,1.2,0.1
10101,69,6.9,5.5,1.5
10102,1,2.0,0.0,0.0
10103,38,5.1,1.1,2.2
10104,43,5.7,2.0,2.8
10105,64,11.0,2.6,4.8
10106,48,5.8,2.2,1.1
10107,75,7.8,2.9,1.4
10108,51,2.9,2.3,0.4
10109,57,12.9,2.8,2.2
10110,3,3.7,0.7,1.3
10111,15,2.7,0.7,0.3
10112,60,7.6,2.5,2.3
10113,1,0.0,1.0,0.0
10114,59,4.0,1.5,0.6
10115,73,9.2,2.5,0.5
10116,72,27.7,12.5,5.9
10117,47,4.2,1.5,0.4
10118,36,13.7,3.1,4.8
10119,72,11.5,4.5,3.4
10120,76,6.4,4.1,0.9
10121,38,5.6,0.6,0.7
10122,43,5.3,4.0,0.6
10123,41,2.3,1.3,0.4
10124,51,3.7,1.9,0.3
10125,77,16.4,4.7,1.5
10126,58,7.0,3.8,1.5
10127,72,12.3,11.3,0.8
10128,5,1.8,1.0,0.4
10129,19,6.0,3.5,0.8
10130,60,6.7,1.5,1.6
10131,34,4.1,3.8,0.7
10132,47,8.6,3.5,1.3
10133,3,0.0,1.0,0.3
10134,61,8.1,2.2,1.1
10135,81,15.1,3.2,3.6
10136,3,2.0,1.0,0.3
10137,77,23.8,4.1,4.2
10138,27,4.9,2.4,1.1
10139,3,0.0,0.0,0.0
10140,81,7.5,4.8,1.2
10141,77,7.3,1.4,0.9
10142,46,5.0,4.0,1.2
10143,66,7.4,7.3,6.9
10144,23,1.8,1.5,0.3
10145,15,3.3,1.3,0.3
10146,2,4.0,0.5,2.5
10147,43,7.3,2.1,1.1
10148,9,12.8,9.2,0.4
10149,77,10.6,5.3,1.5
10150,72,15.0,4.0,4.2
10151,9,2.1,0.6,0.2
10152,53,11.9,2.4,1.9
10153,81,5.8,8.6,0.8
10154,23,2.9,1.0,0.4
10155,51,2.3,1.8,0.5
10156,42,10.6,5.2,7.6
10157,53,5.7,1.8,2.4
10158,3,3.3,2.3,0.7
10159,59,14.8,3.3,3.9
10160,67,13.7,9.8,1.7
10161,78,15.9,4.6,5.5
10162,68,16.2,2.2,1.9
10163,5,1.4,4.0,0.8
10164,67,6.8,4.5,0.8
10165,73,6.8,4.5,3.9
10166,62,7.5,3.0,1.8
10167,22,0.9,1.1,0.7
10168,5,3.0,2.2,0.0
10169,17,1.4,1.4,0.2
10170,80,10.9,8.4,1.4
10171,20,3.3,2.6,0.7
10172,8,0.8,1.5,1.3
10173,34,3.2,1.8,1.9
10174,74,13.0,4.2,1.4
10175,4,2.5,1.3,1.0
10176,79,15.7,6.0,2.1
10177,77,12.3,4.0,1.8
10178,42,12.1,2.5,8.2
10179,6,4.5,8.2,2.2
10180,80,13.6,5.2,1.0
10181,79,15.3,5.5,2.2
10182,74,9.6,2.4,3.1
10183,60,4.2,1.6,2.6
10184,33,3.4,1.2,0.6
10185,34,6.1,1.8,3.5
10186,39,4.4,1.7,1.8
10187,6,3.7,1.2,1.3
10188,65,18.7,5.3,4.0
10189,42,7.1,5.7,2.1
10190,8,6.4,1.5,1.0
10191,1,2.0,0.0,1.0
10192,76,13.7,3.8,2.4
10193,82,12.1,4.0,5.7
10194,64,27.5,13.6,3.7
10195,61,19.5,9.8,2.0
10196,14,5.6,5.1,1.0
10197,1,0.0,0.0,0.0
10198,27,4.2,3.6,0.5
10199,58,13.8,4.7,1.1
10200,42,2.7,1.7,0.4
10201,14,2.2,0.4,0.9
10202,39,3.5,1.9,2.2
10203,30,6.0,1.9,2.8
10204,28,1.9,1.7,0.5
10205,3,4.0,2.3,0.7
10206,12,8.1,1.1,1.9
10207,56,8.9,2.6,3.6
10208,49,5.8,4.2,1.1
10209,59,8.9,6.1,1.1
10210,38,10.9,2.5,5.6
10211,2,3.0,1.5,1.0
10212,76,18.1,2.4,2.7
10213,11,6.7,1.6,1.9
10214,4,20.0,8.0,1.0
10215,65,9.4,6.3,0.8
10216,74,14.1,9.3,2.9
10217,75,12.0,7.5,0.7
10218,30,1.3,0.8,0.8
10219,80,11.9,4.8,1.7
10220,59,8.2,4.7,0.7
10221,71,7.6,3.1,0.7
10222,77,5.5,5.3,1.2
10223,73,9.3,2.3,3.2
10224,16,5.1,2.1,0.4
10225,64,7.9,1.3,3.6
10226,75,18.2,4.2,4.8
10227,58,6.7,3.1,0.7
10228,78,36.1,6.6,7.5
10229,55,7.8,3.2,2.5
10230,15,2.4,0.3,0.5
10231,59,4.9,2.6,1.4
10232,64,14.5,6.6,2.4
10233,26,4.7,1.4,0.8
10234,51,7.3,3.1,0.7
10235,18,7.5,1.7,0.9
10236,7,3.3,1.1,0.0
10237,82,8.9,7.3,2.2
10238,19,3.9,0.9,0.2
10239,79,16.9,8.8,7.7
10240,4,6.5,0.8,1.8
10241,54,4.4,4.6,0.6
10242,75,24.5,7.5,5.4
10243,58,7.3,4.6,0.9
10244,50,14.2,8.1,1.4
10245,70,14.1,3.5,3.8
10246,81,18.0,4.1,2.0
10247,8,4.9,3.8,0.4
10248,36,3.9,1.1,1.6
10249,82,25.6,5.0,5.5
10250,16,1.4,0.2,0.9
10251,52,18.3,5.1,3.0
10252,39,6.8,1.5,1.8
10253,14,5.1,1.1,0.7
10254,81,12.5,4.9,1.2
10255,74,4.3,2.5,1.2
10256,34,8.3,4.6,1.5
10257,82,11.8,2.9,2.1
10258,82,20.7,5.0,2.5
10259,15,2.6,0.5,0.8
10260,70,21.0,4.0,3.0
10261,53,6.4,1.8,0.7
10262,21,2.0,3.0,0.5
10263,40,6.3,1.8,2.7
10264,19,5.0,1.6,0.7
10265,63,9.9,2.8,2.4
10266,40,13.7,3.8,3.9
10267,76,8.1,2.1,2.2
10268,57,7.3,1.9,0.7
10269,6,6.7,2.2,1.7
10270,78,16.0,7.4,3.7
10271,50,5.9,1.3,1.7
10272,61,4.0,1.9,0.3
10273,68,13.6,6.7,4.2
10274,81,9.4,7.5,1.3
10275,5,3.6,3.8,0.6
10276,64,8.8,3.7,2.0
10277,31,5.3,1.5,0.6
10278,25,9.2,2.7,3.1
10279,77,11.1,5.5,1.1
10280,21,5.1,3.6,0.8
10281,72,4.7,3.4,0.4
10282,14,0.9,1.4,0.1
10283,43,9.6,3.4,1.1
10284,64,10.9,3.1,1.9
10285,12,2.3,1.8,0.3
10286,51,3.9,2.9,1.2
10287,79,17.3,15.6,1.4
10288,68,5.7,3.7,3.2
10289,4,0.0,0.5,0.0
10290,11,3.5,5.0,1.0
10291,17,3.2,1.2,1.4
10292,73,18.1,4.8,2.5
10293,20,3.8,0.7,0.7
10294,2,1.5,2.0,0.0
10295,59,7.8,5.4,0.9
10296,56,25.9,12.0,3.9
10297,65,5.0,2.7,0.7
10298,51,5.6,4.7,1.1
10299,10,13.4,5.4,0.5
10300,76,13.0,4.7,2.6
10301,44,5.2,4.2,0.8
10302,76,11.2,3.1,6.0
10303,51,6.5,3.2,1.1
10304,76,8.0,3.5,1.3
10305,10,1.2,0.6,0.3
10306,81,17.3,3.8,7.3
10307,50,5.0,2.7,3.2
10308,69,11.0,13.1,2.3
10309,82,8.4,4.4,2.5
10310,77,21.2,6.0,6.2
10311,30,16.3,8.2,3.6
10312,67,11.1,5.2,1.3
10313,7,1.0,0.6,0.9
10314,71,16.3,10.3,1.8
10315,75,8.7,3.5,3.3
10316,6,3.7,0.5,0.8
10317,19,1.7,1.0,0.3
10318,79,15.5,3.6,4.1
10319,53,13.6,2.9,4.8
10320,32,2.6,0.9,0.3
10321,76,11.8,7.4,1.2
10322,60,7.0,4.0,0.6
10323,51,18.0,2.7,4.3
10324,67,9.9,3.7,3.9
10325,64,26.6,4.1,6.8
10326,68,6.3,1.6,1.8
10327,7,6.7,2.9,0.9
10328,46,4.7,1.4,2.6
10329,64,10.8,7.5,1.4
10330,9,4.0,4.0,0.6
10331,69,8.2,1.9,2.1
10332,81,10.6,5.6,1.6
10333,39,9.4,3.6,1.0
10334,42,6.9,1.6,2.6
10335,25,7.5,2.8,1.7
10336,36,3.6,1.4,0.6
10337,49,5.5,1.1,2.0
10338,64,6.0,5.2,0.5
10339,29,1.8,1.2,0.4
10340,28,3.3,2.0,0.1
10341,7,0.9,0.6,0.6
10342,58,15.6,4.6,8.2
10343,21,8.2,4.0,0.4
10344,67,16.6,12.7,1.4
10345,49,10.1,6.8,2.1
10346,82,16.7,2.9,3.0
10347,31,4.9,2.5,1.3
10348,82,6.5,3.4,3.9
10349,44,12.0,2.6,2.8
10350,34,4.0,1.6,1.1
10351,81,21.1,3.9,7.0
10352,81,11.7,2.5,5.3
10353,48,5.8,4.6,1.1
10354,1,2.0,0.0,0.0
10355,12,2.8,0.8,0.8
10356,24,5.4,3.1,1.2
10357,80,25.8,4.6,6.9
10358,32,4.9,2.0,0.4
10359,73,10.7,3.6,1.8
10360,19,3.0,2.5,1.2
10361,66,5.7,3.4,1.0
10362,68,19.8,6.1,2.6
10363,80,10.3,4.0,1.6
10364,64,3.0,2.9,0.8
10365,60,4.0,3.6,0.6
10366,32,20.7,3.6,8.7
10367,8,3.6,1.5,0.9
10368,24,6.5,4.1,0.5
10369,81,15.9,12.9,2.0
10370,73,22.9,11.1,10.7
10371,25,2.5,2.2,0.8
10372,81,6.7,2.7,3.3
10373,42,4.0,1.5,0.5
10374,36,3.9,3.6,1.0
10375,47,6.1,3.1,1.0
10376,4,2.5,0.0,0.8
10377,56,3.3,1.5,0.4
10378,74,15.0,8.1,1.3
10379,74,7.9,1.6,0.9
10380,56,9.4,1.8,2.6
10381,82,10.8,2.8,3.3
10382,20,4.4,1.8,0.9
10383,73,6.5,3.0,1.9
10384,64,4.0,1.8,1.8
10385,57,7.5,1.8,3.2
10386,64,1.0,0.7,0.3
10387,22,3.0,2.0,0.5
10388,44,4.3,3.0,1.3
10389,68,16.8,2.4,4.6
10390,66,6.9,3.3,1.3
10391,69,27.3,5.3,5.2
10392,58,6.4,3.2,1.4
10393,80,13.9,9.5,1.6
10394,42,3.2,0.9,0.9
10395,76,6.4,2.3,3.4
10396,43,18.0,4.0,1.5
10397,58,3.9,2.2,0.4
10398,69,13.7,6.8,2.6
10399,1,4.0,1.0,0.0
10400,82,5.2,3.5,1.5
10401,15,0.9,0.7,1.0
10402,6,3.2,2.8,0.8
10403,80,16.9,6.9,3.1
10404,61,6.9,4.2,2.0
10405,78,7.6,5.0,3.8
10406,29,2.6,1.7,1.0
10407,63,3.6,2.3,0.5
10408,82,9.9,2.2,3.0
10409,30,3.9,4.6,1.7
10410,77,28.0,8.2,4.1
10411,70,12.6,7.2,2.0
10412,10,1.7,2.5,0.8
10413,53,1.8,0.9,0.5
10414,74,6.9,2.1,1.6
10415,1,17.0,3.0,3.0
10416,46,9.2,5.3,8.0
10417,37,5.3,1.7,2.5
10418,10,3.7,2.6,1.3
10419,14,3.9,3.4,0.4
10420,33,4.3,1.0,1.6
10421,63,11.3,2.7,2.0
10422,82,15.4,2.6,4.2
10423,70,8.2,4.7,0.9
10424,68,12.7,3.6,6.1
10425,35,13.3,5.5,1.3
10426,32,2.5,2.5,0.2
10427,74,9.5,3.9,1.2
10428,63,8.5,3.9,0.8
10429,72,11.2,2.2,1.8
10430,66,7.6,3.6,1.7
10431,59,8.9,5.3,1.6
10432,70,10.8,6.5,1.2
10433,55,13.5,3.6,2.1
10434,74,6.9,1.9,1.0
10435,6,7.7,4.0,0.7
10436,69,10.2,2.9,2.4
10437,62,3.5,1.6,0.7
10438,55,3.1,5.6,0.7
10439,68,6.9,2.0,4.8
10440,10,2.5,2.7,0.2
10441,36,18.8,5.6,5.2
10442,76,7.4,2.6,1.1
10443,2,1.5,1.0,0.0
10444,16,1.9,0.9,0.8
10445,6,14.3,4.5,5.0
